Date	Hours	FI
08-02-2014	20-21	29.58
08-02-2014	21-22	29.05
08-02-2014	22-23	28.83
08-02-2014	23-00	28.03
09-02-2014	00-01	27.95
09-02-2014	01-02	27.5
09-02-2014	02-03	26.79
09-02-2014	03-04	26.8
09-02-2014	04-05	26.98
09-02-2014	05-06	27.01
09-02-2014	06-07	27.6
09-02-2014	07-08	27.22
09-02-2014	08-09	27.41
09-02-2014	09-10	28.28
09-02-2014	10-11	31.05
09-02-2014	11-12	31.05
09-02-2014	12-13	31.01
09-02-2014	13-14	28.67
09-02-2014	14-15	28.51
09-02-2014	15-16	31.02
09-02-2014	16-17	35.98
09-02-2014	17-18	36.72
09-02-2014	18-19	35.63
09-02-2014	19-20	31.1
09-02-2014	20-21	30.48
09-02-2014	21-22	29.44
09-02-2014	22-23	29.32
09-02-2014	23-00	27.37
10-02-2014	00-01	24.98
10-02-2014	01-02	25.53
10-02-2014	02-03	25.59
10-02-2014	03-04	26.43
10-02-2014	04-05	28.81
10-02-2014	05-06	44.58
10-02-2014	06-07	53.09
10-02-2014	07-08	53.05
10-02-2014	08-09	53.09
10-02-2014	09-10	53.09
10-02-2014	10-11	49.03
10-02-2014	11-12	35.51
10-02-2014	12-13	34.53
10-02-2014	13-14	33.52
10-02-2014	14-15	33.88
10-02-2014	15-16	38.36
10-02-2014	16-17	54.02
10-02-2014	17-18	53.37
10-02-2014	18-19	38.05
10-02-2014	19-20	35.53
10-02-2014	20-21	32.28
10-02-2014	21-22	31.86
10-02-2014	22-23	31.05
10-02-2014	23-00	29.9
11-02-2014	00-01	30.08
11-02-2014	01-02	29.91
11-02-2014	02-03	29.45
11-02-2014	03-04	28.27
11-02-2014	04-05	28.6
11-02-2014	05-06	33
11-02-2014	06-07	41.76
11-02-2014	07-08	47.18
11-02-2014	08-09	50.61
11-02-2014	09-10	40.95
11-02-2014	10-11	41.83
11-02-2014	11-12	35.74
11-02-2014	12-13	36.02
11-02-2014	13-14	33.04
11-02-2014	14-15	33.05
11-02-2014	15-16	37.63
11-02-2014	16-17	46.76
11-02-2014	17-18	48.09
11-02-2014	18-19	34.76
11-02-2014	19-20	32.6
11-02-2014	20-21	31.96
11-02-2014	21-22	30.78
11-02-2014	22-23	29.96
11-02-2014	23-00	28.54
12-02-2014	00-01	28.5
12-02-2014	01-02	28.17
12-02-2014	02-03	28.26
12-02-2014	03-04	28.43
12-02-2014	04-05	29.36
12-02-2014	05-06	33.02
12-02-2014	06-07	44.19
12-02-2014	07-08	43.28
12-02-2014	08-09	40.97
12-02-2014	09-10	40.9
12-02-2014	10-11	40.02
12-02-2014	11-12	35.48
12-02-2014	12-13	33.22
12-02-2014	13-14	33.51
12-02-2014	14-15	37.17
12-02-2014	15-16	36.71
12-02-2014	16-17	46.24
12-02-2014	17-18	49.03
12-02-2014	18-19	36.85
12-02-2014	19-20	34.41
12-02-2014	20-21	31.74
12-02-2014	21-22	30.51
12-02-2014	22-23	29.32
12-02-2014	23-00	28.45
13-02-2014	00-01	28.33
13-02-2014	01-02	28.04
13-02-2014	02-03	27.91
13-02-2014	03-04	27.65
13-02-2014	04-05	28.48
13-02-2014	05-06	37.72
13-02-2014	06-07	45.61
13-02-2014	07-08	50.35
13-02-2014	08-09	49.51
13-02-2014	09-10	45.86
13-02-2014	10-11	39.34
13-02-2014	11-12	35.08
13-02-2014	12-13	34.18
13-02-2014	13-14	32.9
13-02-2014	14-15	32.87
13-02-2014	15-16	33.81
13-02-2014	16-17	45.99
13-02-2014	17-18	54.01
13-02-2014	18-19	32.87
13-02-2014	19-20	32.52
13-02-2014	20-21	32.25
13-02-2014	21-22	31.78
13-02-2014	22-23	31.16
13-02-2014	23-00	30.04
14-02-2014	00-01	28.95
14-02-2014	01-02	27.98
14-02-2014	02-03	27.8
14-02-2014	03-04	27.87
14-02-2014	04-05	28.55
14-02-2014	05-06	40.02
14-02-2014	06-07	44
14-02-2014	07-08	33.58
14-02-2014	08-09	59
14-02-2014	09-10	68.59
14-02-2014	10-11	54.1
14-02-2014	11-12	54.1
14-02-2014	12-13	59.01
14-02-2014	13-14	54.05
14-02-2014	14-15	56
14-02-2014	15-16	67.02
14-02-2014	16-17	67.1
14-02-2014	17-18	35.82
14-02-2014	18-19	36.39
14-02-2014	19-20	32.55
14-02-2014	20-21	31.47
14-02-2014	21-22	31.58
14-02-2014	22-23	30.35
14-02-2014	23-00	27.83
15-02-2014	00-01	27.99
15-02-2014	01-02	27.42
15-02-2014	02-03	26.78
15-02-2014	03-04	26.92
15-02-2014	04-05	27.95
15-02-2014	05-06	29.99
15-02-2014	06-07	27.53
15-02-2014	07-08	28.07
15-02-2014	08-09	27.43
15-02-2014	09-10	27.82
15-02-2014	10-11	28.05
15-02-2014	11-12	28.04
15-02-2014	12-13	27.47
15-02-2014	13-14	27.28
15-02-2014	14-15	27.29
15-02-2014	15-16	32.25
15-02-2014	16-17	44.08
15-02-2014	17-18	44.54
15-02-2014	18-19	44.08
15-02-2014	19-20	34.1
15-02-2014	20-21	32
15-02-2014	21-22	32.59
15-02-2014	22-23	32.02
15-02-2014	23-00	28.76
16-02-2014	00-01	26.01
16-02-2014	01-02	24.92
16-02-2014	02-03	23.93
16-02-2014	03-04	23.71
16-02-2014	04-05	25.53
16-02-2014	05-06	26.16
16-02-2014	06-07	27.04
16-02-2014	07-08	27.68
16-02-2014	08-09	27.6
16-02-2014	09-10	27.5
16-02-2014	10-11	27.83
16-02-2014	11-12	27.54
16-02-2014	12-13	26.78
16-02-2014	13-14	25.93
16-02-2014	14-15	26.97
16-02-2014	15-16	29.66
16-02-2014	16-17	31.38
16-02-2014	17-18	32.65
16-02-2014	18-19	32.32
16-02-2014	19-20	30.8
16-02-2014	20-21	30.31
16-02-2014	21-22	30.33
16-02-2014	22-23	30.07
16-02-2014	23-00	27.34
17-02-2014	00-01	25.5
17-02-2014	01-02	24.83
17-02-2014	02-03	24.4
17-02-2014	03-04	25.1
17-02-2014	04-05	26.63
17-02-2014	05-06	32.06
17-02-2014	06-07	34.67
17-02-2014	07-08	36.72
17-02-2014	08-09	36.29
17-02-2014	09-10	34.48
17-02-2014	10-11	33.66
17-02-2014	11-12	33.38
17-02-2014	12-13	32.39
17-02-2014	13-14	32.14
17-02-2014	14-15	32.35
17-02-2014	15-16	32.88
17-02-2014	16-17	37.1
17-02-2014	17-18	38.67
17-02-2014	18-19	33.98
17-02-2014	19-20	32.18
17-02-2014	20-21	31.66
17-02-2014	21-22	31.41
17-02-2014	22-23	30.92
17-02-2014	23-00	30.02
18-02-2014	00-01	29.96
18-02-2014	01-02	29.86
18-02-2014	02-03	29.37
18-02-2014	03-04	28.86
18-02-2014	04-05	29.2
18-02-2014	05-06	30.54
18-02-2014	06-07	32.25
18-02-2014	07-08	33.06
18-02-2014	08-09	33.25
18-02-2014	09-10	33.12
18-02-2014	10-11	32.88
18-02-2014	11-12	32.34
18-02-2014	12-13	31.75
18-02-2014	13-14	31.81
18-02-2014	14-15	32.39
18-02-2014	15-16	32.42
18-02-2014	16-17	33.19
18-02-2014	17-18	37.55
18-02-2014	18-19	33.87
18-02-2014	19-20	32.83
18-02-2014	20-21	32.07
18-02-2014	21-22	31.66
18-02-2014	22-23	31.19
18-02-2014	23-00	30.32
19-02-2014	00-01	29.88
19-02-2014	01-02	29.63
19-02-2014	02-03	28.46
19-02-2014	03-04	27.67
19-02-2014	04-05	28.77
19-02-2014	05-06	31.32
19-02-2014	06-07	33.87
19-02-2014	07-08	38.53
19-02-2014	08-09	46.96
19-02-2014	09-10	41.38
19-02-2014	10-11	37.12
19-02-2014	11-12	34.73
19-02-2014	12-13	34.12
19-02-2014	13-14	33.75
19-02-2014	14-15	33.89
19-02-2014	15-16	34.63
19-02-2014	16-17	37.46
19-02-2014	17-18	46.3
19-02-2014	18-19	40.32
19-02-2014	19-20	34.77
19-02-2014	20-21	32.57
19-02-2014	21-22	31.91
19-02-2014	22-23	30.94
19-02-2014	23-00	30.25
20-02-2014	00-01	30.09
20-02-2014	01-02	29.47
20-02-2014	02-03	28.87
20-02-2014	03-04	27.75
20-02-2014	04-05	28.37
20-02-2014	05-06	32.36
20-02-2014	06-07	54.06
20-02-2014	07-08	51.39
20-02-2014	08-09	47.18
20-02-2014	09-10	43.12
20-02-2014	10-11	40.76
20-02-2014	11-12	36.95
20-02-2014	12-13	33.66
20-02-2014	13-14	33.05
20-02-2014	14-15	36.06
20-02-2014	15-16	33.06
20-02-2014	16-17	54.07
20-02-2014	17-18	58.81
20-02-2014	18-19	35.48
20-02-2014	19-20	32.22
20-02-2014	20-21	30.62
20-02-2014	21-22	30.09
20-02-2014	22-23	29.78
20-02-2014	23-00	27.61
21-02-2014	00-01	26.7
21-02-2014	01-02	26.73
21-02-2014	02-03	26.32
21-02-2014	03-04	26.86
21-02-2014	04-05	27.7
21-02-2014	05-06	32.21
21-02-2014	06-07	40.52
21-02-2014	07-08	54.34
21-02-2014	08-09	54.07
21-02-2014	09-10	40.54
21-02-2014	10-11	46.62
21-02-2014	11-12	33.76
21-02-2014	12-13	34.66
21-02-2014	13-14	33.02
21-02-2014	14-15	36.17
21-02-2014	15-16	35.27
21-02-2014	16-17	38.77
21-02-2014	17-18	49.46
21-02-2014	18-19	33.1
21-02-2014	19-20	30.8
21-02-2014	20-21	29.94
21-02-2014	21-22	29.95
21-02-2014	22-23	28.84
21-02-2014	23-00	28.22
22-02-2014	00-01	27.94
22-02-2014	01-02	26.55
22-02-2014	02-03	26.09
22-02-2014	03-04	25.8
22-02-2014	04-05	25.95
22-02-2014	05-06	26.32
22-02-2014	06-07	29.91
22-02-2014	07-08	29.95
22-02-2014	08-09	30.42
22-02-2014	09-10	31.54
22-02-2014	10-11	31.03
22-02-2014	11-12	30.85
22-02-2014	12-13	31.41
22-02-2014	13-14	30.81
22-02-2014	14-15	31.21
22-02-2014	15-16	28.12
22-02-2014	16-17	32.3
22-02-2014	17-18	36.48
22-02-2014	18-19	32.75
22-02-2014	19-20	29.38
22-02-2014	20-21	28.7
22-02-2014	21-22	28.17
22-02-2014	22-23	28.08
22-02-2014	23-00	26.77
23-02-2014	00-01	26.11
23-02-2014	01-02	24.9
23-02-2014	02-03	25.01
23-02-2014	03-04	24.81
23-02-2014	04-05	24.84
23-02-2014	05-06	25.17
23-02-2014	06-07	25.46
23-02-2014	07-08	25.42
23-02-2014	08-09	25.83
23-02-2014	09-10	26.54
23-02-2014	10-11	26.86
23-02-2014	11-12	26.82
23-02-2014	12-13	26.54
23-02-2014	13-14	25.78
23-02-2014	14-15	24.95
23-02-2014	15-16	24.1
23-02-2014	16-17	24.91
23-02-2014	17-18	28.37
23-02-2014	18-19	29.2
23-02-2014	19-20	28.95
23-02-2014	20-21	27.81
23-02-2014	21-22	26.8
23-02-2014	22-23	26.66
23-02-2014	23-00	25.71
24-02-2014	00-01	14.86
24-02-2014	01-02	15.46
24-02-2014	02-03	17.22
24-02-2014	03-04	19.8
24-02-2014	04-05	23.87
24-02-2014	05-06	32.63
24-02-2014	06-07	32.58
24-02-2014	07-08	32.3
24-02-2014	08-09	32.3
24-02-2014	09-10	32.24
24-02-2014	10-11	32.34
24-02-2014	11-12	31.78
24-02-2014	12-13	30.78
24-02-2014	13-14	30.57
24-02-2014	14-15	30.72
24-02-2014	15-16	31.11
24-02-2014	16-17	32.18
24-02-2014	17-18	33.05
24-02-2014	18-19	31.42
24-02-2014	19-20	30.08
24-02-2014	20-21	28.83
24-02-2014	21-22	28.37
24-02-2014	22-23	27.45
24-02-2014	23-00	24.08
25-02-2014	00-01	26.06
25-02-2014	01-02	23.87
25-02-2014	02-03	22.77
25-02-2014	03-04	21.94
25-02-2014	04-05	23.18
25-02-2014	05-06	30.5
25-02-2014	06-07	31.67
25-02-2014	07-08	31.87
25-02-2014	08-09	32.09
25-02-2014	09-10	32.07
25-02-2014	10-11	31.93
25-02-2014	11-12	31.54
25-02-2014	12-13	31.56
25-02-2014	13-14	30.94
25-02-2014	14-15	31.36
25-02-2014	15-16	31.2
25-02-2014	16-17	32.62
25-02-2014	17-18	46.95
25-02-2014	18-19	32.54
25-02-2014	19-20	29.96
25-02-2014	20-21	29.37
25-02-2014	21-22	29.03
25-02-2014	22-23	28.76
25-02-2014	23-00	28.19
26-02-2014	00-01	27.66
26-02-2014	01-02	27.16
26-02-2014	02-03	27.01
26-02-2014	03-04	26.91
26-02-2014	04-05	27.86
26-02-2014	05-06	30.75
26-02-2014	06-07	32.9
26-02-2014	07-08	35.23
26-02-2014	08-09	39.6
26-02-2014	09-10	39.08
26-02-2014	10-11	35.13
26-02-2014	11-12	32.85
26-02-2014	12-13	32.55
26-02-2014	13-14	32.38
26-02-2014	14-15	32.3
26-02-2014	15-16	32.11
26-02-2014	16-17	36.99
26-02-2014	17-18	54.04
26-02-2014	18-19	38.68
26-02-2014	19-20	31.96
26-02-2014	20-21	30.4
26-02-2014	21-22	30.2
26-02-2014	22-23	29.76
26-02-2014	23-00	29.04
27-02-2014	00-01	28.04
27-02-2014	01-02	27.89
27-02-2014	02-03	27.68
27-02-2014	03-04	27.84
27-02-2014	04-05	28.15
27-02-2014	05-06	31.83
27-02-2014	06-07	44.91
27-02-2014	07-08	46.15
27-02-2014	08-09	55.38
27-02-2014	09-10	54.06
27-02-2014	10-11	54.07
27-02-2014	11-12	38.09
27-02-2014	12-13	34.83
27-02-2014	13-14	34.15
27-02-2014	14-15	35.41
27-02-2014	15-16	32.65
27-02-2014	16-17	34.68
27-02-2014	17-18	54.01
27-02-2014	18-19	47
27-02-2014	19-20	32.68
27-02-2014	20-21	29.97
27-02-2014	21-22	30.51
27-02-2014	22-23	28.46
27-02-2014	23-00	27.98
28-02-2014	00-01	27.43
28-02-2014	01-02	27.22
28-02-2014	02-03	27.13
28-02-2014	03-04	27.36
28-02-2014	04-05	27.85
28-02-2014	05-06	32.86
28-02-2014	06-07	42.98
28-02-2014	07-08	54.02
28-02-2014	08-09	54.04
28-02-2014	09-10	47.7
28-02-2014	10-11	54.04
28-02-2014	11-12	34.48
28-02-2014	12-13	34.09
28-02-2014	13-14	32.84
28-02-2014	14-15	35.29
28-02-2014	15-16	32.92
28-02-2014	16-17	37.31
28-02-2014	17-18	54.01
28-02-2014	18-19	36.12
28-02-2014	19-20	32.12
28-02-2014	20-21	29.97
28-02-2014	21-22	28.55
28-02-2014	22-23	28.48
28-02-2014	23-00	28.2
01-03-2014	00-01	27.99
01-03-2014	01-02	27.81
01-03-2014	02-03	27.76
01-03-2014	03-04	27.8
01-03-2014	04-05	27.98
01-03-2014	05-06	28.31
01-03-2014	06-07	28.28
01-03-2014	07-08	28.33
01-03-2014	08-09	28.78
01-03-2014	09-10	29.19
01-03-2014	10-11	29.7
01-03-2014	11-12	29.64
01-03-2014	12-13	29.16
01-03-2014	13-14	29.05
01-03-2014	14-15	29.01
01-03-2014	15-16	29.21
01-03-2014	16-17	32.91
01-03-2014	17-18	34.46
01-03-2014	18-19	33.04
01-03-2014	19-20	29.94
01-03-2014	20-21	28.88
01-03-2014	21-22	28.39
01-03-2014	22-23	28.2
01-03-2014	23-00	28.1
02-03-2014	00-01	27.86
02-03-2014	01-02	27.37
02-03-2014	02-03	27.13
02-03-2014	03-04	27.81
02-03-2014	04-05	27.57
02-03-2014	05-06	27.86
02-03-2014	06-07	27.33
02-03-2014	07-08	27.04
02-03-2014	08-09	27.49
02-03-2014	09-10	28.9
02-03-2014	10-11	30.09
02-03-2014	11-12	30.3
02-03-2014	12-13	29.46
02-03-2014	13-14	29.82
02-03-2014	14-15	30.01
02-03-2014	15-16	30.72
02-03-2014	16-17	35.9
02-03-2014	17-18	47.67
02-03-2014	18-19	47.83
02-03-2014	19-20	29.67
02-03-2014	20-21	28.31
02-03-2014	21-22	28.06
02-03-2014	22-23	27.73
02-03-2014	23-00	27.1
03-03-2014	00-01	26.52
03-03-2014	01-02	25.11
03-03-2014	02-03	24.08
03-03-2014	03-04	24.04
03-03-2014	04-05	25.38
03-03-2014	05-06	30.82
03-03-2014	06-07	31.76
03-03-2014	07-08	36.43
03-03-2014	08-09	39.31
03-03-2014	09-10	39.98
03-03-2014	10-11	40.91
03-03-2014	11-12	32.52
03-03-2014	12-13	30.51
03-03-2014	13-14	30.52
03-03-2014	14-15	30.18
03-03-2014	15-16	31.08
03-03-2014	16-17	44.77
03-03-2014	17-18	51.08
03-03-2014	18-19	30.58
03-03-2014	19-20	29.92
03-03-2014	20-21	28.91
03-03-2014	21-22	28.61
03-03-2014	22-23	28.19
03-03-2014	23-00	28.01
04-03-2014	00-01	27.92
04-03-2014	01-02	27.79
04-03-2014	02-03	27.64
04-03-2014	03-04	27.95
04-03-2014	04-05	28.33
04-03-2014	05-06	29.82
04-03-2014	06-07	30.98
04-03-2014	07-08	35.69
04-03-2014	08-09	35.54
04-03-2014	09-10	44.92
04-03-2014	10-11	35.76
04-03-2014	11-12	30.96
04-03-2014	12-13	30.7
04-03-2014	13-14	30.5
04-03-2014	14-15	29.85
04-03-2014	15-16	30.07
04-03-2014	16-17	30.57
04-03-2014	17-18	51.7
04-03-2014	18-19	32.15
04-03-2014	19-20	31.19
04-03-2014	20-21	29.78
04-03-2014	21-22	29.07
04-03-2014	22-23	28.62
04-03-2014	23-00	28.35
05-03-2014	00-01	28.3
05-03-2014	01-02	28.16
05-03-2014	02-03	28.06
05-03-2014	03-04	28.25
05-03-2014	04-05	28.75
05-03-2014	05-06	29.87
05-03-2014	06-07	30.51
05-03-2014	07-08	31.91
05-03-2014	08-09	34.6
05-03-2014	09-10	33.7
05-03-2014	10-11	31.99
05-03-2014	11-12	31.23
05-03-2014	12-13	31.23
05-03-2014	13-14	31.05
05-03-2014	14-15	30.8
05-03-2014	15-16	30.37
05-03-2014	16-17	30.46
05-03-2014	17-18	47.39
05-03-2014	18-19	32.34
05-03-2014	19-20	31.06
05-03-2014	20-21	29.98
05-03-2014	21-22	29.79
05-03-2014	22-23	29.37
05-03-2014	23-00	28.72
06-03-2014	00-01	27.92
06-03-2014	01-02	27.49
06-03-2014	02-03	27.12
06-03-2014	03-04	27.41
06-03-2014	04-05	27.97
06-03-2014	05-06	29.62
06-03-2014	06-07	29.99
06-03-2014	07-08	30.67
06-03-2014	08-09	30.7
06-03-2014	09-10	33.86
06-03-2014	10-11	33.62
06-03-2014	11-12	30.91
06-03-2014	12-13	30.35
06-03-2014	13-14	30.03
06-03-2014	14-15	29.6
06-03-2014	15-16	29.44
06-03-2014	16-17	30.8
06-03-2014	17-18	40.39
06-03-2014	18-19	33.91
06-03-2014	19-20	29.06
06-03-2014	20-21	28.63
06-03-2014	21-22	28.41
06-03-2014	22-23	27.82
06-03-2014	23-00	26.84
07-03-2014	00-01	25.24
07-03-2014	01-02	24.9
07-03-2014	02-03	24.53
07-03-2014	03-04	24.97
07-03-2014	04-05	25.62
07-03-2014	05-06	30.34
07-03-2014	06-07	47.42
07-03-2014	07-08	51.36
07-03-2014	08-09	40.1
07-03-2014	09-10	49.02
07-03-2014	10-11	43.77
07-03-2014	11-12	34.96
07-03-2014	12-13	33.36
07-03-2014	13-14	30.6
07-03-2014	14-15	30.18
07-03-2014	15-16	30.36
07-03-2014	16-17	30.39
07-03-2014	17-18	51.37
07-03-2014	18-19	30.35
07-03-2014	19-20	29.39
07-03-2014	20-21	25.99
07-03-2014	21-22	25.7
07-03-2014	22-23	25.14
07-03-2014	23-00	23.83
08-03-2014	00-01	24.52
08-03-2014	01-02	24.42
08-03-2014	02-03	24.46
08-03-2014	03-04	24.65
08-03-2014	04-05	24.91
08-03-2014	05-06	26.75
08-03-2014	06-07	26.06
08-03-2014	07-08	26.41
08-03-2014	08-09	27.01
08-03-2014	09-10	27.13
08-03-2014	10-11	27.03
08-03-2014	11-12	26.17
08-03-2014	12-13	25.08
08-03-2014	13-14	24.75
08-03-2014	14-15	25.2
08-03-2014	15-16	28.64
08-03-2014	16-17	30.92
08-03-2014	17-18	43.34
08-03-2014	18-19	39.98
08-03-2014	19-20	30.35
08-03-2014	20-21	26.58
08-03-2014	21-22	27.55
08-03-2014	22-23	26.69
08-03-2014	23-00	23.79
09-03-2014	00-01	23.26
09-03-2014	01-02	21.73
09-03-2014	02-03	21.18
09-03-2014	03-04	20.46
09-03-2014	04-05	20.93
09-03-2014	05-06	22.37
09-03-2014	06-07	21.67
09-03-2014	07-08	21.68
09-03-2014	08-09	22.9
09-03-2014	09-10	23.7
09-03-2014	10-11	23.99
09-03-2014	11-12	23.81
09-03-2014	12-13	23.36
09-03-2014	13-14	22.91
09-03-2014	14-15	22.97
09-03-2014	15-16	23.13
09-03-2014	16-17	27.5
09-03-2014	17-18	30.31
09-03-2014	18-19	30.39
09-03-2014	19-20	29.61
09-03-2014	20-21	26.43
09-03-2014	21-22	26.73
09-03-2014	22-23	25.64
09-03-2014	23-00	24.75
10-03-2014	00-01	24.26
10-03-2014	01-02	22.62
10-03-2014	02-03	22.73
10-03-2014	03-04	22.76
10-03-2014	04-05	23.44
10-03-2014	05-06	29.05
10-03-2014	06-07	27.9
10-03-2014	07-08	29.32
10-03-2014	08-09	29.74
10-03-2014	09-10	29.86
10-03-2014	10-11	29.94
10-03-2014	11-12	30.2
10-03-2014	12-13	30.16
10-03-2014	13-14	30.12
10-03-2014	14-15	29.64
10-03-2014	15-16	27.43
10-03-2014	16-17	27.16
10-03-2014	17-18	29.53
10-03-2014	18-19	30.19
10-03-2014	19-20	29.34
10-03-2014	20-21	27.83
10-03-2014	21-22	27.49
10-03-2014	22-23	26.85
10-03-2014	23-00	25.94
11-03-2014	00-01	25.21
11-03-2014	01-02	25.28
11-03-2014	02-03	24.63
11-03-2014	03-04	24.27
11-03-2014	04-05	25.03
11-03-2014	05-06	29.03
11-03-2014	06-07	29.48
11-03-2014	07-08	30
11-03-2014	08-09	30.88
11-03-2014	09-10	30.85
11-03-2014	10-11	30.35
11-03-2014	11-12	30.3
11-03-2014	12-13	30.38
11-03-2014	13-14	29.9
11-03-2014	14-15	29.82
11-03-2014	15-16	30.2
11-03-2014	16-17	29.79
11-03-2014	17-18	33.4
11-03-2014	18-19	31.2
11-03-2014	19-20	30.32
11-03-2014	20-21	28.31
11-03-2014	21-22	27.82
11-03-2014	22-23	27.08
11-03-2014	23-00	26.34
12-03-2014	00-01	25.58
12-03-2014	01-02	25.37
12-03-2014	02-03	25.15
12-03-2014	03-04	25.15
12-03-2014	04-05	25.69
12-03-2014	05-06	27.9
12-03-2014	06-07	29.32
12-03-2014	07-08	30.1
12-03-2014	08-09	30.39
12-03-2014	09-10	30.39
12-03-2014	10-11	30.36
12-03-2014	11-12	30.12
12-03-2014	12-13	39.94
12-03-2014	13-14	30.32
12-03-2014	14-15	29.94
12-03-2014	15-16	29.39
12-03-2014	16-17	29.41
12-03-2014	17-18	30.39
12-03-2014	18-19	36.31
12-03-2014	19-20	30.33
12-03-2014	20-21	27.61
12-03-2014	21-22	27.31
12-03-2014	22-23	26.56
12-03-2014	23-00	25.87
13-03-2014	00-01	25.84
13-03-2014	01-02	25.57
13-03-2014	02-03	25.49
13-03-2014	03-04	25.9
13-03-2014	04-05	26.52
13-03-2014	05-06	29.85
13-03-2014	06-07	29.91
13-03-2014	07-08	33.76
13-03-2014	08-09	35.83
13-03-2014	09-10	35.31
13-03-2014	10-11	36.2
13-03-2014	11-12	37.86
13-03-2014	12-13	29.86
13-03-2014	13-14	29.41
13-03-2014	14-15	29.17
13-03-2014	15-16	29.56
13-03-2014	16-17	29.53
13-03-2014	17-18	30.38
13-03-2014	18-19	34.51
13-03-2014	19-20	30.31
13-03-2014	20-21	27.27
13-03-2014	21-22	26.93
13-03-2014	22-23	26.3
13-03-2014	23-00	25.36
14-03-2014	00-01	24.83
14-03-2014	01-02	24.58
14-03-2014	02-03	24.56
14-03-2014	03-04	25.11
14-03-2014	04-05	25.67
14-03-2014	05-06	29.25
14-03-2014	06-07	29.69
14-03-2014	07-08	30.74
14-03-2014	08-09	31.43
14-03-2014	09-10	33.02
14-03-2014	10-11	31.68
14-03-2014	11-12	29.99
14-03-2014	12-13	30.39
14-03-2014	13-14	30.12
14-03-2014	14-15	29.82
14-03-2014	15-16	29.82
14-03-2014	16-17	29.98
14-03-2014	17-18	46.33
14-03-2014	18-19	46.04
14-03-2014	19-20	30.03
14-03-2014	20-21	27.73
14-03-2014	21-22	28.62
14-03-2014	22-23	25.31
14-03-2014	23-00	21.36
15-03-2014	00-01	15.64
15-03-2014	01-02	12.77
15-03-2014	02-03	10.74
15-03-2014	03-04	19.62
15-03-2014	04-05	26.1
15-03-2014	05-06	30.4
15-03-2014	06-07	26.99
15-03-2014	07-08	29.72
15-03-2014	08-09	30.36
15-03-2014	09-10	30.99
15-03-2014	10-11	31.58
15-03-2014	11-12	30.75
15-03-2014	12-13	30.12
15-03-2014	13-14	30.11
15-03-2014	14-15	28.43
15-03-2014	15-16	26.33
15-03-2014	16-17	27.22
15-03-2014	17-18	33.53
15-03-2014	18-19	39.49
15-03-2014	19-20	30.34
15-03-2014	20-21	26.4
15-03-2014	21-22	26.72
15-03-2014	22-23	26.59
15-03-2014	23-00	22.93
16-03-2014	00-01	22.99
16-03-2014	01-02	22.48
16-03-2014	02-03	22.51
16-03-2014	03-04	22.9
16-03-2014	04-05	23.73
16-03-2014	05-06	23.97
16-03-2014	06-07	23.88
16-03-2014	07-08	23.91
16-03-2014	08-09	24.03
16-03-2014	09-10	24.69
16-03-2014	10-11	25.06
16-03-2014	11-12	24.96
16-03-2014	12-13	24.88
16-03-2014	13-14	24.42
16-03-2014	14-15	24.35
16-03-2014	15-16	24.28
16-03-2014	16-17	24.94
16-03-2014	17-18	30.35
16-03-2014	18-19	34.89
16-03-2014	19-20	30.11
16-03-2014	20-21	28.55
16-03-2014	21-22	29.79
16-03-2014	22-23	27.32
16-03-2014	23-00	24.77
17-03-2014	00-01	23.81
17-03-2014	01-02	23.2
17-03-2014	02-03	23.17
17-03-2014	03-04	22.72
17-03-2014	04-05	26.95
17-03-2014	05-06	37.6
17-03-2014	06-07	54.04
17-03-2014	07-08	54.07
17-03-2014	08-09	54.08
17-03-2014	09-10	54.06
17-03-2014	10-11	47.05
17-03-2014	11-12	42.93
17-03-2014	12-13	42.82
17-03-2014	13-14	30.39
17-03-2014	14-15	30.36
17-03-2014	15-16	30.39
17-03-2014	16-17	30.45
17-03-2014	17-18	50.08
17-03-2014	18-19	47.23
17-03-2014	19-20	37.49
17-03-2014	20-21	29.59
17-03-2014	21-22	29.54
17-03-2014	22-23	28.12
17-03-2014	23-00	25.31
18-03-2014	00-01	24.99
18-03-2014	01-02	24.4
18-03-2014	02-03	24.21
18-03-2014	03-04	24.07
18-03-2014	04-05	26.84
18-03-2014	05-06	32.14
18-03-2014	06-07	47.64
18-03-2014	07-08	54.02
18-03-2014	08-09	54.03
18-03-2014	09-10	54.02
18-03-2014	10-11	44.9
18-03-2014	11-12	30.95
18-03-2014	12-13	31.96
18-03-2014	13-14	36.33
18-03-2014	14-15	33.41
18-03-2014	15-16	37.26
18-03-2014	16-17	37.61
18-03-2014	17-18	50.67
18-03-2014	18-19	46.98
18-03-2014	19-20	39.54
18-03-2014	20-21	29.93
18-03-2014	21-22	30.01
18-03-2014	22-23	28.88
18-03-2014	23-00	23.87
19-03-2014	00-01	23.84
19-03-2014	01-02	23.36
19-03-2014	02-03	23.15
19-03-2014	03-04	23.85
19-03-2014	04-05	29.03
19-03-2014	05-06	45.03
19-03-2014	06-07	41.59
19-03-2014	07-08	46.38
19-03-2014	08-09	46.89
19-03-2014	09-10	41.93
19-03-2014	10-11	41.91
19-03-2014	11-12	46.84
19-03-2014	12-13	45.71
19-03-2014	13-14	38.49
19-03-2014	14-15	36.66
19-03-2014	15-16	37.22
19-03-2014	16-17	39.55
